instanceID	label	comment	annotator
157_multitude_nn	4	" "	sachin
103_chef_nn	4	" "	sachin
451_part_nn	4	" "	sachin
530_grain_nn	4	" "	sachin
1218_twist_nn	3	" "	sachin
63_afternoon_nn	4	" "	sachin
273_ball_nn	1	" "	sachin
360_twist_nn	4	" "	sachin
145_ounce_nn	4	" "	sachin
193_plane_nn	1	" "	sachin
185_word_nn	4	" "	sachin
97_contemplation_nn	4	" "	sachin
486_tip_vb	1	" "	sachin
140_face_nn	4	" "	sachin
364_stab_nn	2	" "	sachin
271_graft_nn	1	" "	sachin
162_head_nn	2	" "	sachin
1112_pick_vb	4	" "	sachin
571_stab_nn	4	" "	sachin
133_plane_nn	1	" "	sachin
85_maxim_nn	4	" "	sachin
1175_tip_vb	1	" "	sachin
76_chef_nn	4	" "	sachin
80_afternoon_nn	4	" "	sachin
387_ounce_nn	4	" "	sachin
107_multitude_nn	4	" "	sachin
287_grain_nn	4	" "	sachin
344_grain_nn	4	" "	sachin
479_tip_vb	1	" "	sachin
262_graft_nn	1	" "	sachin
1148_tip_vb	1	" "	sachin
322_rally_nn	4	" "	sachin
85_afternoon_nn	4	" "	sachin
44_afternoon_nn	4	" "	sachin
220_ball_nn	1	" "	sachin
926_tip_vb	1	" "	sachin
49_bag_nn	4	" "	sachin
38_contemplation_nn	4	" "	sachin
730_bar_nn	1	" "	sachin
1065_stab_nn	4	" "	sachin
60_quilt_nn	4	" "	sachin
394_ounce_nn	4	" "	sachin
450_twist_nn	4	" "	sachin
126_multitude_nn	4	" "	sachin
118_fiction_nn	4	" "	sachin
229_ball_nn	1	" "	sachin
236_gas_nn	4	" "	sachin
279_bag_nn	4	" "	sachin
275_thump_nn	3	" "	sachin
62_lass_nn	1	" "	sachin
369_graft_nn	4	" "	sachin
104_stroke_vb	4	" "	sachin
160_gas_nn	4	" "	sachin
282_thump_nn	4	" "	sachin
55_risk_nn	4	" "	sachin
42_quilt_nn	4	" "	sachin
187_player_nn	4	" "	sachin
39_thump_nn	4	" "	sachin
75_fiction_nn	4	" "	sachin
310_pin_vb	2	" "	sachin
321_head_nn	4	" "	sachin
66_multitude_nn	4	" "	sachin
86_fiction_nn	4	" "	sachin
157_quilt_nn	4	" "	sachin
47_quilt_nn	4	" "	sachin
358_tip_vb	1	" "	sachin
328_graft_nn	1	" "	sachin
151_savage_nn	4	" "	sachin
209_afternoon_nn	4	" "	sachin
44_contemplation_nn	4	" "	sachin
78_relationship_nn	4	" "	sachin
286_plane_nn	1	" "	sachin
121_risk_nn	4	" "	sachin
135_lass_nn	1	" "	sachin
398_ounce_nn	4	" "	sachin
384_pick_vb	2	" "	sachin
293_plane_nn	1	" "	sachin
131_plane_nn	4	" "	sachin
136_include_vb	4	" "	sachin
540_bar_nn	1	" "	sachin
128_land_nn	3	" "	sachin
387_player_nn	4	" "	sachin
127_plane_nn	4	" "	sachin
261_lane_nn	2	" "	sachin
97_include_vb	4	" "	sachin
85_bag_nn	4	" "	sachin
87_afternoon_nn	4	" "	sachin
84_risk_nn	4	" "	sachin
418_bar_nn	1	" "	sachin
906_tip_vb	1	" "	sachin
128_tip_vb	4	" "	sachin
104_stab_nn	2	" "	sachin
299_stab_nn	2	" "	sachin
347_stab_nn	2	" "	sachin
111_stroke_vb	4	" "	sachin
111_risk_nn	4	" "	sachin
257_grain_nn	4	" "	sachin
153_donkey_nn	4	" "	sachin
76_include_vb	4	" "	sachin
654_bit_nn	4	" "	sachin
919_pick_vb	4	" "	sachin
130_plane_nn	4	" "	sachin
157_stroke_vb	4	" "	sachin
309_prop_nn	1	" "	sachin
465_twist_nn	2	" "	sachin
77_donkey_nn	4	" "	sachin
473_bar_nn	1	" "	sachin
157_risk_nn	4	" "	sachin
74_chairman_nn	4	" "	sachin
48_prop_nn	4	" "	sachin
652_bit_nn	1	" "	sachin
501_bar_nn	1	" "	sachin
28_land_nn	4	" "	sachin
217_ball_nn	1	" "	sachin
414_stab_nn	2	" "	sachin
261_graft_nn	1	" "	sachin
42_lass_nn	4	" "	sachin
105_player_nn	3	" "	sachin
101_part_nn	2	" "	sachin
326_attack_nn	4	" "	sachin
216_tree_nn	4	" "	sachin
94_plane_nn	4	" "	sachin
52_rally_nn	2	" "	sachin
327_rag_nn	4	" "	sachin
297_attack_nn	2	" "	sachin
186_plane_nn	1	" "	sachin
158_multitude_nn	4	" "	sachin
77_chairman_nn	4	" "	sachin
333_ball_nn	1	" "	sachin
254_rally_nn	4	" "	sachin
416_bit_nn	4	" "	sachin
103_stab_nn	2	" "	sachin
209_chairman_nn	4	" "	sachin
107_donkey_nn	4	" "	sachin
277_ball_nn	1	" "	sachin
186_attack_nn	3	" "	sachin
655_ball_nn	1	" "	sachin
732_ball_nn	1	" "	sachin
974_pick_vb	4	" "	sachin
444_land_nn	4	" "	sachin
264_face_nn	2	" "	sachin
319_pin_vb	4	" "	sachin
72_stroke_vb	4	" "	sachin
409_word_nn	4	" "	sachin
175_plane_nn	4	" "	sachin
446_ball_nn	1	" "	sachin
326_rag_nn	4	" "	sachin
195_heel_nn	2	" "	sachin
128_stab_nn	2	" "	sachin
382_stab_nn	2	" "	sachin
357_prop_nn	1	" "	sachin
65_stroke_vb	4	" "	sachin
86_stroke_vb	4	" "	sachin
235_thump_nn	4	" "	sachin
162_fiction_nn	4	" "	sachin
65_tree_nn	4	" "	sachin
31_heel_nn	2	" "	sachin
85_chairman_nn	4	" "	sachin
147_multitude_nn	4	" "	sachin
1225_twist_nn	4	" "	sachin
32_savage_nn	4	" "	sachin
55_gas_nn	4	" "	sachin
42_bag_nn	4	" "	sachin
230_twist_nn	2	" "	sachin
119_graft_nn	4	" "	sachin
327_ball_nn	1	" "	sachin
442_tip_vb	1	" "	sachin
165_face_nn	4	" "	sachin
229_bag_nn	4	" "	sachin
56_lane_nn	4	" "	sachin
65_chef_nn	4	" "	sachin
194_tree_nn	4	" "	sachin
127_head_nn	2	" "	sachin
71_face_nn	4	" "	sachin
136_risk_nn	4	" "	sachin
138_maxim_nn	4	" "	sachin
67_stroke_vb	4	" "	sachin
237_donkey_nn	4	" "	sachin
198_word_nn	4	" "	sachin
0_tree_nn	4	" "	sachin
97_savage_nn	4	" "	sachin
85_edge_nn	4	" "	sachin
765_ball_nn	1	" "	sachin
299_head_nn	4	" "	sachin
416_lass_nn	1	" "	sachin
138_ounce_nn	4	" "	sachin
231_lass_nn	4	" "	sachin
61_contemplation_nn	4	" "	sachin
136_rally_nn	4	" "	sachin
353_ball_nn	1	" "	sachin
189_part_nn	3	" "	sachin
576_twist_nn	4	" "	sachin
55_donkey_nn	4	" "	sachin
117_chairman_nn	4	" "	sachin
405_edge_nn	1	" "	sachin
22_ball_nn	4	" "	sachin
252_ball_nn	1	" "	sachin
584_bar_nn	1	" "	sachin
84_bag_nn	4	" "	sachin
284_face_nn	2	" "	sachin
222_heel_nn	4	" "	sachin
112_afternoon_nn	4	" "	sachin
272_contemplation_nn	4	" "	sachin
169_lass_nn	1	" "	sachin
9_pin_vb	2	" "	sachin
69_tree_nn	4	" "	sachin
688_bar_nn	1	" "	sachin
21_lass_nn	4	" "	sachin
325_multitude_nn	4	" "	sachin
48_maxim_nn	4	" "	sachin
248_grain_nn	4	" "	sachin
265_circle_vb	4	" "	sachin
92_tip_vb	4	" "	sachin
146_player_nn	4	" "	sachin
138_attack_nn	4	" "	sachin
63_stroke_vb	4	" "	sachin
113_lane_nn	4	" "	sachin
275_stroke_vb	4	" "	sachin
86_donkey_nn	4	" "	sachin
144_word_nn	4	" "	sachin
34_chairman_nn	4	" "	sachin
29_pin_vb	2	" "	sachin
441_prop_nn	4	" "	sachin
252_prop_nn	4	" "	sachin
106_relationship_nn	3	" "	sachin
66_graft_nn	1	" "	sachin
64_face_nn	2	" "	sachin
67_afternoon_nn	4	" "	sachin
305_ball_nn	1	" "	sachin
40_chairman_nn	4	" "	sachin
437_bar_nn	4	" "	sachin
1100_tip_vb	1	" "	sachin
157_plane_nn	1	" "	sachin
204_afternoon_nn	4	" "	sachin
6_afternoon_nn	4	" "	sachin
47_tree_nn	4	" "	sachin
58_thump_nn	4	" "	sachin
72_plane_nn	1	" "	sachin
147_quilt_nn	4	" "	sachin
237_ball_nn	4	" "	sachin
41_fiction_nn	3	" "	sachin
105_tree_nn	4	" "	sachin
138_savage_nn	4	" "	sachin
253_record_nn	4	" "	sachin
214_grain_nn	4	" "	sachin
513_part_nn	2	" "	sachin
92_risk_nn	4	" "	sachin
166_lass_nn	4	" "	sachin
136_lass_nn	4	" "	sachin
525_bar_nn	1	" "	sachin
159_record_nn	4	" "	sachin
245_rally_nn	4	" "	sachin
83_gas_nn	4	" "	sachin
532_twist_nn	4	" "	sachin
55_savage_nn	4	" "	sachin
502_prop_nn	4	" "	sachin
97_stroke_vb	4	" "	sachin
383_twist_nn	2	" "	sachin
97_afternoon_nn	4	" "	sachin
1121_pick_vb	4	" "	sachin
83_include_vb	4	" "	sachin
149_fiction_nn	3	" "	sachin
575_bar_nn	1	" "	sachin
156_multitude_nn	4	" "	sachin
105_quilt_nn	4	" "	sachin
37_stroke_vb	4	" "	sachin
113_chef_nn	4	" "	sachin
93_lass_nn	4	" "	sachin
71_multitude_nn	4	" "	sachin
382_graft_nn	4	" "	sachin
503_tip_vb	1	" "	sachin
357_word_nn	3	" "	sachin
235_ball_nn	1	" "	sachin
5_face_nn	3	" "	sachin
188_face_nn	2	" "	sachin
107_relationship_nn	4	" "	sachin
80_chairman_nn	4	" "	sachin
321_pin_vb	2	" "	sachin
90_donkey_nn	4	" "	sachin
281_lane_nn	4	" "	sachin
189_rally_nn	4	" "	sachin
10_tip_vb	3	" "	sachin
92_stroke_vb	4	" "	sachin
286_head_nn	4	" "	sachin
34_afternoon_nn	4	" "	sachin
930_tip_vb	3	" "	sachin
71_lane_nn	4	" "	sachin
54_twist_nn	2	" "	sachin
168_grain_nn	2	" "	sachin
83_multitude_nn	4	" "	sachin
73_lass_nn	1	" "	sachin
36_quilt_nn	4	" "	sachin
93_edge_nn	4	" "	sachin
95_edge_nn	4	" "	sachin
440_plane_nn	4	" "	sachin
933_prop_nn	1	" "	sachin
151_quilt_nn	4	" "	sachin
520_bar_nn	1	" "	sachin
147_land_nn	3	" "	sachin
499_plane_nn	1	" "	sachin
61_part_nn	2	" "	sachin
663_ball_nn	4	" "	sachin
134_plane_nn	4	" "	sachin
188_plane_nn	1	" "	sachin
506_attack_nn	2	" "	sachin
131_donkey_nn	4	" "	sachin
310_chef_nn	1	" "	sachin
30_tree_nn	4	" "	sachin
448_bar_nn	4	" "	sachin
136_word_nn	4	" "	sachin
114_stroke_vb	4	" "	sachin
1474_tip_vb	1	" "	sachin
302_grain_nn	4	" "	sachin
89_rally_nn	4	" "	sachin
179_circle_vb	2	" "	sachin
90_plane_nn	1	" "	sachin
59_tree_nn	4	" "	sachin
103_plane_nn	1	" "	sachin
92_quilt_nn	4	" "	sachin
10_chairman_nn	4	" "	sachin
331_rag_nn	4	" "	sachin
213_chairman_nn	4	" "	sachin
248_face_nn	2	" "	sachin
78_plane_nn	1	" "	sachin
42_savage_nn	4	" "	sachin
48_face_nn	2	" "	sachin
530_bar_nn	1	" "	sachin
543_bar_nn	4	" "	sachin
21_chairman_nn	4	" "	sachin
46_relationship_nn	4	" "	sachin
242_lass_nn	4	" "	sachin
309_lane_nn	4	" "	sachin
146_savage_nn	4	" "	sachin
646_twist_nn	2	" "	sachin
50_face_nn	4	" "	sachin
7_tip_vb	4	" "	sachin
416_part_nn	2	" "	sachin
67_savage_nn	4	" "	sachin
35_stroke_vb	4	" "	sachin
146_lass_nn	4	" "	sachin
145_rally_nn	4	" "	sachin
543_plane_nn	4	" "	sachin
86_plane_nn	1	" "	sachin
56_include_vb	4	" "	sachin
531_twist_nn	4	" "	sachin
271_thump_nn	4	" "	sachin
342_ball_nn	4	" "	sachin
255_graft_nn	4	" "	sachin
162_land_nn	4	" "	sachin
137_savage_nn	4	" "	sachin
71_ounce_nn	2	" "	sachin
46_lass_nn	1	" "	sachin
1458_tip_vb	1	" "	sachin
921_pick_vb	2	" "	sachin
16_land_nn	4	" "	sachin
46_quilt_nn	4	" "	sachin
232_ball_nn	3	" "	sachin
23_lass_nn	4	" "	sachin
2_attack_nn	4	" "	sachin
137_plane_nn	1	" "	sachin
160_lass_nn	4	" "	sachin
175_gas_nn	4	" "	sachin
321_tip_vb	1	" "	sachin
205_rally_nn	3	" "	sachin
309_lass_nn	1	" "	sachin
60_lass_nn	4	" "	sachin
79_twist_nn	2	" "	sachin
139_donkey_nn	4	" "	sachin
507_part_nn	4	" "	sachin
301_grain_nn	1	" "	sachin
80_stroke_vb	4	" "	sachin
614_bar_nn	1	" "	sachin
84_bit_nn	1	" "	sachin
185_plane_nn	1	" "	sachin
50_thump_nn	4	" "	sachin
84_multitude_nn	4	" "	sachin
58_graft_nn	4	" "	sachin
84_tree_nn	4	" "	sachin
48_include_vb	4	" "	sachin
705_bar_nn	1	" "	sachin
59_maxim_nn	4	" "	sachin
28_tree_nn	4	" "	sachin
93_multitude_nn	4	" "	sachin
376_bit_nn	4	" "	sachin
221_maxim_nn	4	" "	sachin
686_circle_vb	4	" "	sachin
323_graft_nn	1	" "	sachin
364_twist_nn	2	" "	sachin
1356_tip_vb	1	" "	sachin
57_afternoon_nn	4	" "	sachin
191_graft_nn	1	" "	sachin
75_donkey_nn	4	" "	sachin
46_donkey_nn	4	" "	sachin
54_include_vb	4	" "	sachin
286_face_nn	4	" "	sachin
96_risk_nn	4	" "	sachin
70_savage_nn	4	" "	sachin
192_graft_nn	4	" "	sachin
70_tree_nn	4	" "	sachin
55_ball_nn	1	" "	sachin
250_gas_nn	4	" "	sachin
51_donkey_nn	4	" "	sachin
306_chef_nn	4	French	sachin
81_maxim_nn	4	" "	sachin
60_pin_vb	2	" "	sachin
278_face_nn	4	" "	sachin
218_plane_nn	1	" "	sachin
493_bar_nn	1	" "	sachin
49_tree_nn	4	" "	sachin
234_grain_nn	2	" "	sachin
287_face_nn	4	" "	sachin
28_quilt_nn	4	" "	sachin
187_record_nn	4	" "	sachin
90_multitude_nn	4	" "	sachin
67_chairman_nn	4	" "	sachin
351_stab_nn	2	" "	sachin
271_maxim_nn	4	" "	sachin
370_rally_nn	4	" "	sachin
50_contemplation_nn	4	" "	sachin
97_donkey_nn	4	" "	sachin
99_twist_nn	2	" "	sachin
83_afternoon_nn	4	" "	sachin
47_relationship_nn	4	" "	sachin
71_tree_nn	4	" "	sachin
513_plane_nn	4	" "	sachin
711_bar_nn	1	" "	sachin
41_bag_nn	4	" "	sachin
91_risk_nn	4	" "	sachin
43_donkey_nn	4	" "	sachin
127_chairman_nn	4	" "	sachin
201_attack_nn	4	" "	sachin
592_twist_nn	2	" "	sachin
150_land_nn	3	" "	sachin
38_edge_nn	3	" "	sachin
10_afternoon_nn	4	" "	sachin
411_grain_nn	4	" "	sachin
154_bag_nn	4	" "	sachin
52_maxim_nn	4	" "	sachin
808_stab_nn	2	" "	sachin
72_multitude_nn	4	" "	sachin
715_head_nn	4	" "	sachin
908_tip_vb	1	" "	sachin
64_savage_nn	4	" "	sachin
12_ball_nn	4	" "	sachin
425_stab_nn	2	" "	sachin
19_chairman_nn	4	" "	sachin
65_plane_nn	1	" "	sachin
435_tip_vb	1	" "	sachin
579_bar_nn	1	" "	sachin
33_graft_nn	1	" "	sachin
419_lass_nn	4	" "	sachin
76_tree_nn	4	" "	sachin
177_tip_vb	3	" "	sachin
294_grain_nn	2	" "	sachin
29_bit_nn	1	" "	sachin
68_stroke_vb	4	" "	sachin
71_chairman_nn	4	" "	sachin
184_land_nn	4	" "	sachin
102_multitude_nn	4	" "	sachin
690_head_nn	4	" "	sachin
50_tree_nn	4	" "	sachin
903_part_nn	2	" "	sachin
473_part_nn	4	" "	sachin
656_twist_nn	2	" "	sachin
415_bar_nn	1	" "	sachin
63_edge_nn	4	" "	sachin
56_bit_nn	1	" "	sachin
130_include_vb	4	" "	sachin
63_record_nn	2	" "	sachin
435_lass_nn	4	" "	sachin
304_ball_nn	1	" "	sachin
36_afternoon_nn	4	" "	sachin
112_lane_nn	4	" "	sachin
1092_part_nn	3	" "	sachin
70_chairman_nn	4	" "	sachin
171_multitude_nn	4	" "	sachin
140_stroke_vb	4	" "	sachin
107_risk_nn	4	" "	sachin
82_fiction_nn	4	" "	sachin
18_twist_nn	2	" "	sachin
360_ball_nn	4	" "	sachin
69_savage_nn	4	" "	sachin
288_face_nn	4	" "	sachin
237_circle_vb	4	" "	sachin
30_risk_nn	4	" "	sachin
551_twist_nn	2	" "	sachin
294_graft_nn	4	" "	sachin
44_risk_nn	4	" "	sachin
365_head_nn	4	" "	sachin
142_risk_nn	4	" "	sachin
118_player_nn	4	" "	sachin
350_prop_nn	4	" "	sachin
51_chairman_nn	4	" "	sachin
138_stab_nn	2	" "	sachin
95_bag_nn	4	" "	sachin
387_graft_nn	1	" "	sachin
118_risk_nn	4	" "	sachin
76_risk_nn	4	" "	sachin
105_bit_nn	4	" "	sachin
149_attack_nn	4	" "	sachin
110_fiction_nn	4	" "	sachin
360_prop_nn	1	" "	sachin
288_lass_nn	4	" "	sachin
162_lass_nn	4	" "	sachin
68_lass_nn	1	" "	sachin
184_grain_nn	4	" "	sachin
71_savage_nn	4	" "	sachin
114_plane_nn	1	" "	sachin
262_face_nn	2	" "	sachin
66_bar_nn	1	" "	sachin
627_pin_vb	4	" "	sachin
63_donkey_nn	4	" "	sachin
240_donkey_nn	4	" "	sachin
59_chef_nn	4	" "	sachin
212_rally_nn	4	" "	sachin
63_include_vb	4	" "	sachin
33_savage_nn	4	" "	sachin
335_rag_nn	3	" "	sachin
99_tree_nn	4	" "	sachin
77_afternoon_nn	4	" "	sachin
227_face_nn	2	" "	sachin
173_ounce_nn	4	" "	sachin
151_face_nn	4	" "	sachin
41_afternoon_nn	4	" "	sachin
640_twist_nn	4	" "	sachin
300_ball_nn	4	" "	sachin
59_lass_nn	1	" "	sachin
355_head_nn	4	" "	sachin
79_contemplation_nn	4	" "	sachin
69_risk_nn	4	" "	sachin
131_tree_nn	4	" "	sachin
427_bar_nn	1	" "	sachin
290_head_nn	4	" "	sachin
100_savage_nn	4	" "	sachin
88_afternoon_nn	4	" "	sachin
421_word_nn	4	" "	sachin
1259_tip_vb	1	" "	sachin
177_lass_nn	4	" "	sachin
109_face_nn	4	" "	sachin
6_face_nn	3	" "	sachin
372_grain_nn	4	" "	sachin
316_chef_nn	4	" "	sachin
335_attack_nn	4	" "	sachin
282_circle_vb	3	" "	sachin
128_edge_nn	2	" "	sachin
264_chef_nn	4	" "	sachin
426_tip_vb	4	" "	sachin
26_bag_nn	4	" "	sachin
6_land_nn	4	" "	sachin
19_quilt_nn	4	" "	sachin
1051_tip_vb	1	" "	sachin
24_maxim_nn	4	" "	sachin
45_stroke_vb	4	" "	sachin
290_bit_nn	1	horse metaphor	sachin
229_face_nn	2	" "	sachin
152_stab_nn	3	" "	sachin
83_fiction_nn	3	" "	sachin
98_maxim_nn	4	" "	sachin
513_twist_nn	4	" "	sachin
77_relationship_nn	4	" "	sachin
359_head_nn	4	" "	sachin
968_tip_vb	1	" "	sachin
36_stroke_vb	2	*	sachin
81_chairman_nn	4	" "	sachin
203_circle_vb	2	" "	sachin
428_twist_nn	2	" "	sachin
89_quilt_nn	4	" "	sachin
422_ball_nn	1	" "	sachin
571_bar_nn	1	" "	sachin
165_head_nn	2	" "	sachin
70_thump_nn	4	" "	sachin
598_bar_nn	1	" "	sachin
355_graft_nn	4	" "	sachin
560_rally_nn	3	Unsure	sachin
37_include_vb	4	" "	sachin
117_plane_nn	1	" "	sachin
353_stab_nn	2	" "	sachin
421_bar_nn	4	" "	sachin
85_lass_nn	1	" "	sachin
663_bar_nn	1	" "	sachin
213_ball_nn	1	" "	sachin
1070_tip_vb	1	" "	sachin
24_donkey_nn	4	" "	sachin
33_chairman_nn	4	" "	sachin
150_player_nn	4	" "	sachin
230_thump_nn	3	" "	sachin
167_lane_nn	3	" "	sachin
28_risk_nn	4	" "	sachin
74_savage_nn	4	" "	sachin
309_graft_nn	4	" "	sachin
360_ounce_nn	4	" "	sachin
265_maxim_nn	4	" "	sachin
69_lass_nn	1	" "	sachin
249_pick_vb	2	" "	sachin
535_bar_nn	1	" "	sachin
139_lane_nn	4	" "	sachin
53_lass_nn	1	" "	sachin
88_stroke_vb	4	" "	sachin
130_multitude_nn	4	" "	sachin
284_rally_nn	4	" "	sachin
127_face_nn	4	" "	sachin
337_graft_nn	4	" "	sachin
257_rag_nn	4	" "	sachin
182_plane_nn	1	" "	sachin
345_ball_nn	4	" "	sachin
1378_tip_vb	1	" "	sachin
475_bar_nn	1	" "	sachin
106_stroke_vb	4	" "	sachin
59_bag_nn	4	" "	sachin
120_land_nn	4	" "	sachin
132_savage_nn	4	" "	sachin
228_circle_vb	4	" "	sachin
86_edge_nn	4	" "	sachin
320_bit_nn	3	" "	sachin
131_chef_nn	4	" "	sachin
