instanceID	dataIDs	label_set	non_label
775_bar_nn	fic_1995_53011.txt-273-18,fic_1999_45403.txt-19-31	1,2,3,4	-
21_afternoon_nn	mag_1968_490662.txt-89-5,fic_1988_10770.txt-925-3	1,2,3,4	-
175_record_nn	mag_1971_282685.txt-6-3,fic_1975_10600.txt-4362-31	1,2,3,4	-
181_attack_nn	fic_1835_7016.txt-2023-9,news_1991_612479.txt-40-20	1,2,3,4	-
92_bag_nn	fic_1998_43802.txt-21-18,fic_1834_8947.txt-1310-6	1,2,3,4	-
53_tree_nn	fic_1982_10699.txt-3505-4,fic_1860_8118.txt-263-11	1,2,3,4	-
393_tip_vb	mag_1999_403996.txt-20-0,mag_2005_380198.txt-2-51	1,2,3,4	-
233_ball_nn	mag_1994_352587.txt-5-22,fic_1842_555.txt-2985-38	1,2,3,4	-
68_savage_nn	fic_1848_7005.txt-150-15,fic_1993_25004.txt-3596-26	1,2,3,4	-
289_graft_nn	mag_1968_219293.txt-21-15,fic_1960_23766.txt-261-28	1,2,3,4	-
189_heel_nn	mag_2005_422872.txt-44-10,mag_2007_387965.txt-24-10	1,2,3,4	-
72_bag_nn	fic_1839_7024.txt-815-6,mag_1847_565700.txt-75-24	1,2,3,4	-
739_ball_nn	fic_1999_55619.txt-138-21,mag_1998_69123.txt-98-7	1,2,3,4	-
237_attack_nn	fic_2004_49050.txt-745-14,news_1991_612479.txt-40-20	1,2,3,4	-
707_bit_nn	fic_1858_1282.txt-3157-23,nf_1976_774315.txt-296-13	1,2,3,4	-
310_grain_nn	mag_1827_553836.txt-437-31,fic_1971_10541.txt-3363-5	1,2,3,4	-
117_player_nn	fic_1835_7327.txt-1201-26,mag_1853_566330.txt-85-13	1,2,3,4	-
25_circle_vb	fic_1979_10648.txt-6485-5,fic_1852_593.txt-1202-17	1,2,3,4	-
248_rally_nn	mag_1846_555403.txt-390-1,mag_1960_491697.txt-79-31	1,2,3,4	-
297_ball_nn	fic_1997_42967.txt-27-54,nf_1838_747482.txt-1194-43	1,2,3,4	-
221_ball_nn	mag_1974_252888.txt-11-0,fic_1842_555.txt-2985-38	1,2,3,4	-
47_lass_nn	fic_1823_7213.txt-551-14,fic_1981_10675.txt-2101-6	1,2,3,4	-
249_quilt_nn	fic_1854_9230.txt-1114-18,fic_1853_9040.txt-98-30	1,2,3,4	-
103_multitude_nn	mag_2003_402046.txt-6-7,fic_1998_43267.txt-273-9	1,2,3,4	-
336_head_nn	fic_1854_9826.txt-552-22,fic_1986_10741.txt-5790-11	1,2,3,4	-
1481_tip_vb	fic_1833_7239.txt-2507-11,fic_1853_3465.txt-1988-14	1,2,3,4	-
455_ball_nn	fic_1997_42967.txt-27-54,fic_2009_36543.txt-144-3	1,2,3,4	-
880_prop_nn	fic_1969_781999.txt-7587-7,mag_1845_587497.txt-301-16	1,2,3,4	-
1314_tip_vb	fic_1859_270.txt-401-88,fic_1824_7277.txt-826-67	1,2,3,4	-
16_tree_nn	fic_1966_1008.txt-127-39,fic_1848_7009.txt-3726-46	1,2,3,4	-
319_plane_nn	nf_1853_747976.txt-286-72,fic_1986_782030.txt-3397-8	1,2,3,4	-
284_rag_nn	mag_1821_553346.txt-34-22,fic_1830_8660.txt-616-9	1,2,3,4	-
252_chairman_nn	nf_1842_747583.txt-1570-24,news_1997_652844.txt-87-18	1,2,3,4	-
67_chef_nn	mag_1995_395507.txt-21-17,fic_2007_33461.txt-116-19	1,2,3,4	-
82_maxim_nn	fic_1839_7088.txt-718-17,fic_1858_1282.txt-245-20	1,2,3,4	-
45_quilt_nn	mag_1994_425352.txt-2-8,fic_1853_9040.txt-377-25	1,2,3,4	-
256_heel_nn	fic_1823_7213.txt-3609-15,mag_2001_407931.txt-27-9	1,2,3,4	-
58_face_nn	fic_1848_1108.txt-3120-24,news_2004_617201.txt-34-2	1,2,3,4	-
411_part_nn	fic_1978_23930.txt-137-9,fic_1966_10474.txt-9144-22	1,2,3,4	-
24_afternoon_nn	fic_1849_7218.txt-3369-36,fic_1850_2310.txt-1321-9	1,2,3,4	-
407_tip_vb	mag_1833_564542.txt-49-6,mag_2005_380198.txt-2-51	1,2,3,4	-
87_include_vb	mag_1960_477536.txt-359-15,nf_1832_747819.txt-1795-21	1,2,3,4	-
274_chef_nn	nf_1977_774125.txt-1398-15,fic_2005_50340.txt-357-17	1,2,3,4	-
343_graft_nn	fic_1977_16209.txt-398-12,fic_1974_13208.txt-891-12	1,2,3,4	-
411_ball_nn	fic_1860_2807.txt-3829-12,fic_2009_36543.txt-144-3	1,2,3,4	-
74_afternoon_nn	news_1970_729010.txt-127-17,fic_1850_2310.txt-1321-9	1,2,3,4	-
310_bit_nn	fic_1961_780072.txt-2205-4,fic_1856_1552.txt-8126-21	1,2,3,4	-
28_afternoon_nn	fic_1846_200.txt-3364-3,fic_2007_34112.txt-95-13	1,2,3,4	-
411_head_nn	fic_1998_29226.txt-3-6,fic_2002_31370.txt-91-14	1,2,3,4	-
243_graft_nn	nf_1848_747893.txt-2587-27,fic_1960_23766.txt-261-28	1,2,3,4	-
616_plane_nn	mag_1965_209635.txt-1-20,fic_1846_7036.txt-323-21	1,2,3,4	-
181_face_nn	fic_1851_3300.txt-2877-13,fic_1848_7193.txt-10499-29	1,2,3,4	-
1258_tip_vb	fic_1853_3465.txt-428-7,mag_2005_397558.txt-67-28	1,2,3,4	-
146_ounce_nn	news_2004_640227.txt-90-2,news_1998_610641.txt-87-14	1,2,3,4	-
230_plane_nn	nf_1836_748113.txt-1569-3,nf_1836_748113.txt-1787-11	1,2,3,4	-
315_multitude_nn	mag_1975_491479.txt-203-15,fic_1963_10432.txt-3699-17	1,2,3,4	-
325_attack_nn	news_1972_729986.txt-6-2,mag_1828_553929.txt-364-34	1,2,3,4	-
305_player_nn	mag_1997_389166.txt-31-27,fic_1992_30681.txt-25-26	1,2,3,4	-
305_graft_nn	mag_1977_431931.txt-408-35,fic_1974_13208.txt-891-12	1,2,3,4	-
140_land_nn	nf_1970_774162.txt-2404-3,nf_1973_773528.txt-286-11	1,2,3,4	-
46_chairman_nn	fic_1849_7167.txt-2790-1,mag_1976_287161.txt-19-5	1,2,3,4	-
450_part_nn	mag_1989_432456.txt-7-6,news_2006_636184.txt-14-2	1,2,3,4	-
35_maxim_nn	mag_1833_564563.txt-169-30,nf_1837_772749.txt-870-3	1,2,3,4	-
364_graft_nn	nf_1980_774261.txt-646-5,mag_1977_431931.txt-461-9	1,2,3,4	-
678_graft_nn	mag_1855_505250.txt-144-62,news_1961_721980.txt-15-36	1,2,3,4	-
429_face_nn	fic_1971_782006.txt-553-8,fic_1827_7169.txt-1862-5	1,2,3,4	-
238_graft_nn	nf_1839_747931.txt-278-13,nf_1858_747890.txt-606-43	1,2,3,4	-
97_lass_nn	fic_1860_9791.txt-1410-4,fic_1998_43328.txt-581-6	1,2,3,4	-
96_stroke_vb	fic_1835_7016.txt-84-4,fic_2003_30371.txt-32-1	1,2,3,4	-
24_lass_nn	fic_1974_780164.txt-1015-9,news_2006_623988.txt-62-17	1,2,3,4	-
156_ounce_nn	nf_1960_773896.txt-315-1,nf_1849_748465.txt-1241-18	1,2,3,4	-
360_circle_vb	fic_1999_44748.txt-709-16,nf_1849_749269.txt-626-4	1,2,3,4	-
318_prop_nn	news_1961_721889.txt-53-4,mag_1970_251882.txt-11-14	1,2,3,4	-
280_lane_nn	fic_1835_7327.txt-1814-1,fic_1849_7218.txt-3145-7	1,2,3,4	-
82_savage_nn	fic_1972_780113.txt-919-26,fic_1839_7297.txt-256-16	1,2,3,4	-
128_afternoon_nn	fic_1849_7218.txt-2032-3,fic_1997_54614.txt-159-18	1,2,3,4	-
88_multitude_nn	nf_1844_772692.txt-956-9,fic_1848_3752.txt-5808-26	1,2,3,4	-
15_donkey_nn	fic_1971_10544.txt-4957-8,fic_1839_7352.txt-1973-3	1,2,3,4	-
52_savage_nn	fic_2006_31230.txt-135-15,fic_1982_10687.txt-7159-18	1,2,3,4	-
80_quilt_nn	fic_2000_29816.txt-40-8,mag_2006_384882.txt-68-13	1,2,3,4	-
11_lass_nn	fic_1849_7230.txt-2481-6,news_2006_623988.txt-62-17	1,2,3,4	-
23_chairman_nn	news_1976_732687.txt-30-4,fic_1859_9192.txt-5103-20	1,2,3,4	-
139_stroke_vb	fic_1976_10614.txt-2591-10,fic_2003_30371.txt-32-1	1,2,3,4	-
244_rally_nn	news_2000_665771.txt-46-14,nf_2003_746330.txt-363-17	1,2,3,4	-
277_rag_nn	fic_1848_1279.txt-222-47,fic_1848_7906.txt-111-29	1,2,3,4	-
145_maxim_nn	mag_1827_553785.txt-125-9,fic_1835_7133.txt-1935-29	1,2,3,4	-
140_twist_nn	fic_1827_7169.txt-1700-99,fic_1994_41224.txt-249-6	1,2,3,4	-
151_stroke_vb	fic_1858_1282.txt-1891-28,fic_1828_8204.txt-680-10	1,2,3,4	-
107_stroke_vb	fic_2005_28779.txt-110-12,fic_2003_29392.txt-324-0	1,2,3,4	-
76_donkey_nn	mag_1990_388658.txt-36-27,mag_1963_269445.txt-16-39	1,2,3,4	-
168_gas_nn	nf_1845_747909.txt-234-2,nf_1843_752682.txt-216-4	1,2,3,4	-
307_graft_nn	nf_1980_774261.txt-649-18,fic_1960_23766.txt-261-28	1,2,3,4	-
44_include_vb	news_1964_723766.txt-16-6,news_2006_618076.txt-111-9	1,2,3,4	-
1540_tip_vb	mag_1981_480259.txt-1-6,fic_1987_10756.txt-21242-2	1,2,3,4	-
309_bit_nn	fic_1964_14121.txt-148-7,fic_1964_10453.txt-834-4	1,2,3,4	-
143_chef_nn	fic_1846_556.txt-613-30,news_2006_629441.txt-92-6	1,2,3,4	-
157_multitude_nn	mag_1860_556896.txt-212-49,fic_1835_7353.txt-556-6	1,2,3,4	-
103_chef_nn	news_2007_637889.txt-36-1,nf_1977_774125.txt-1398-15	1,2,3,4	-
451_part_nn	nf_1848_772202.txt-971-9,fic_1847_7152.txt-704-37	1,2,3,4	-
530_grain_nn	fic_1851_2538.txt-506-22,mag_1983_325599.txt-5-34	1,2,3,4	-
1218_twist_nn	fic_1991_53421.txt-313-17,fic_1855_9773.txt-271-19	1,2,3,4	-
63_afternoon_nn	fic_1849_5295.txt-962-22,fic_1851_3300.txt-1083-18	1,2,3,4	-
273_ball_nn	mag_2003_400295.txt-146-5,fic_1854_9218.txt-3589-17	1,2,3,4	-
360_twist_nn	fic_1840_7057.txt-145-153,fic_1834_7047.txt-1090-58	1,2,3,4	-
145_ounce_nn	nf_1985_774316.txt-1799-114,news_1994_620115.txt-167-13	1,2,3,4	-
193_plane_nn	mag_1968_491225.txt-227-18,nf_1836_748113.txt-1926-9	1,2,3,4	-
185_word_nn	fic_1856_3447.txt-6922-16,mag_1963_441107.txt-252-8	1,2,3,4	-
97_contemplation_nn	fic_1860_615.txt-2545-13,fic_1854_9193.txt-1559-41	1,2,3,4	-
486_tip_vb	fic_1853_3465.txt-250-43,fic_1995_39249.txt-214-11	1,2,3,4	-
140_face_nn	fic_2003_32332.txt-68-21,fic_1971_782006.txt-553-8	1,2,3,4	-
364_stab_nn	mag_1976_490783.txt-2-2,fic_1986_10741.txt-4153-6	1,2,3,4	-
271_graft_nn	nf_1981_773834.txt-1049-3,fic_1974_13208.txt-891-12	1,2,3,4	-
162_head_nn	fic_1847_2352.txt-205-25,nf_1849_748137.txt-2020-80	1,2,3,4	-
1112_pick_vb	fic_1853_3465.txt-1838-5,nf_1966_774177.txt-2128-3	1,2,3,4	-
571_stab_nn	fic_1860_9791.txt-3571-2,nf_1824_747448.txt-2264-37	1,2,3,4	-
133_plane_nn	mag_1964_205462.txt-6-21,mag_1981_492274.txt-54-14	1,2,3,4	-
85_maxim_nn	mag_1967_478816.txt-40-14,mag_1849_525201.txt-349-29	1,2,3,4	-
1175_tip_vb	fic_1851_746.txt-4461-8,news_2004_635173.txt-48-0	1,2,3,4	-
76_chef_nn	mag_2003_407716.txt-5-8,news_2006_629441.txt-92-6	1,2,3,4	-
80_afternoon_nn	nf_2005_775713.txt-23-7,fic_1997_54614.txt-159-18	1,2,3,4	-
387_ounce_nn	news_1994_620115.txt-167-13,news_1998_610641.txt-87-14	1,2,3,4	-
107_multitude_nn	nf_1845_747502.txt-1218-23,fic_1836_7111.txt-1106-10	1,2,3,4	-
287_grain_nn	nf_1982_773732.txt-110-12,mag_1999_400374.txt-143-9	1,2,3,4	-
344_grain_nn	mag_1976_493205.txt-14-3,mag_1832_564149.txt-248-32	1,2,3,4	-
479_tip_vb	mag_1998_404008.txt-87-17,mag_1999_408516.txt-13-12	1,2,3,4	-
262_graft_nn	nf_1850_747863.txt-328-57,mag_1976_291145.txt-21-13	1,2,3,4	-
1148_tip_vb	fic_1850_4498.txt-189-53,fic_1824_7277.txt-826-67	1,2,3,4	-
322_rally_nn	fic_1972_13261.txt-704-18,news_1965_725095.txt-19-7	1,2,3,4	-
85_afternoon_nn	fic_1845_7170.txt-9891-50,nf_1857_753133.txt-1759-5	1,2,3,4	-
44_afternoon_nn	fic_1834_7252.txt-206-4,nf_1849_762578.txt-1803-0	1,2,3,4	-
220_ball_nn	fic_1846_8891.txt-2822-24,nf_1838_747482.txt-1194-43	1,2,3,4	-
926_tip_vb	mag_2002_385274.txt-105-7,fic_1860_9165.txt-4471-18	1,2,3,4	-
49_bag_nn	news_2007_637100.txt-15-7,fic_1856_3677.txt-3324-7	1,2,3,4	-
38_contemplation_nn	mag_1854_566446.txt-316-18,fic_1979_10647.txt-3419-11	1,2,3,4	-
730_bar_nn	fic_1977_780095.txt-189-7,fic_1993_25016.txt-1330-5	1,2,3,4	-
1065_stab_nn	mag_1855_556096.txt-212-21,fic_1846_8891.txt-2979-8	1,2,3,4	-
60_quilt_nn	fic_1980_10661.txt-1624-16,fic_1854_9230.txt-3965-48	1,2,3,4	-
394_ounce_nn	news_1998_610641.txt-87-14,nf_1987_773961.txt-1309-4	1,2,3,4	-
450_twist_nn	fic_1976_10607.txt-12600-58,fic_1994_41224.txt-249-6	1,2,3,4	-
126_multitude_nn	mag_1834_564836.txt-676-9,mag_1989_328181.txt-2-36	1,2,3,4	-
118_fiction_nn	nf_2004_746777.txt-257-14,nf_2004_746778.txt-6-32	1,2,3,4	-
229_ball_nn	fic_1822_7275.txt-583-127,fic_2006_27868.txt-115-4	1,2,3,4	-
236_gas_nn	mag_2005_378206.txt-13-11,fic_2002_29934.txt-464-10	1,2,3,4	-
279_bag_nn	mag_2001_417008.txt-19-14,fic_1976_782016.txt-4673-4	1,2,3,4	-
275_thump_nn	fic_1849_7230.txt-2350-12,fic_1967_10489.txt-6302-16	1,2,3,4	-
62_lass_nn	fic_1815_8717.txt-1117-15,fic_1998_43328.txt-581-6	1,2,3,4	-
369_graft_nn	fic_1968_10503.txt-1151-18,mag_1976_291145.txt-21-13	1,2,3,4	-
104_stroke_vb	fic_1851_1184.txt-4243-2,fic_1828_8204.txt-680-10	1,2,3,4	-
160_gas_nn	mag_1979_320122.txt-11-18,fic_2004_49256.txt-152-8	1,2,3,4	-
282_thump_nn	fic_1985_782029.txt-1967-12,fic_1960_4217.txt-551-36	1,2,3,4	-
55_risk_nn	mag_1962_311797.txt-19-7,nf_1996_773465.txt-459-22	1,2,3,4	-
42_quilt_nn	mag_1857_523523.txt-642-29,fic_1845_7183.txt-2506-19	1,2,3,4	-
187_player_nn	news_2000_627632.txt-147-0,news_1996_625833.txt-62-1	1,2,3,4	-
39_thump_nn	fic_1965_780079.txt-2467-9,fic_1838_7250.txt-1406-33	1,2,3,4	-
75_fiction_nn	fic_1845_7316.txt-119-9,fic_1994_54031.txt-0-3	1,2,3,4	-
310_pin_vb	fic_1854_2820.txt-324-38,fic_2009_36905.txt-225-7	1,2,3,4	-
321_head_nn	fic_2001_46468.txt-398-5,fic_1853_9040.txt-2752-12	1,2,3,4	-
66_multitude_nn	fic_1979_10650.txt-1376-8,fic_1963_10432.txt-3699-17	1,2,3,4	-
86_fiction_nn	nf_1848_765263.txt-282-27,nf_2004_746778.txt-6-32	1,2,3,4	-
157_quilt_nn	mag_2001_419629.txt-54-8,fic_1988_16142.txt-474-6	1,2,3,4	-
47_quilt_nn	mag_1996_427680.txt-21-6,fic_1988_16142.txt-474-6	1,2,3,4	-
358_tip_vb	fic_1839_7204.txt-433-43,mag_1982_325204.txt-14-26	1,2,3,4	-
328_graft_nn	nf_1858_747890.txt-1774-1,fic_1960_23766.txt-261-28	1,2,3,4	-
151_savage_nn	fic_1828_7245.txt-454-112,mag_1964_269943.txt-24-18	1,2,3,4	-
209_afternoon_nn	nf_1834_755185.txt-2925-9,fic_1851_3300.txt-1083-18	1,2,3,4	-
44_contemplation_nn	fic_1845_7316.txt-4111-27,fic_1830_8629.txt-186-17	1,2,3,4	-
78_relationship_nn	fic_1987_10756.txt-6386-30,nf_1969_773553.txt-656-25	1,2,3,4	-
286_plane_nn	nf_1852_748165.txt-661-17,news_1974_731711.txt-14-22	1,2,3,4	-
121_risk_nn	fic_1831_7210.txt-2737-8,fic_1853_3465.txt-1401-96	1,2,3,4	-
135_lass_nn	fic_1834_7032.txt-2020-45,news_2006_623988.txt-62-17	1,2,3,4	-
398_ounce_nn	mag_1850_525559.txt-174-41,fic_1843_7208.txt-2803-15	1,2,3,4	-
384_pick_vb	fic_1995_30737.txt-3-8,news_1984_669414.txt-46-0	1,2,3,4	-
293_plane_nn	nf_1827_747521.txt-191-66,news_1971_729725.txt-19-15	1,2,3,4	-
131_plane_nn	nf_1836_748113.txt-1787-22,nf_1830_747561.txt-579-21	1,2,3,4	-
136_include_vb	fic_1835_7133.txt-257-5,fic_1998_43724.txt-0-19	1,2,3,4	-
540_bar_nn	nf_1841_747644.txt-1703-81,fic_2002_47139.txt-175-11	1,2,3,4	-
128_land_nn	fic_1984_10723.txt-996-3,fic_1975_10595.txt-3906-6	1,2,3,4	-
387_player_nn	mag_1994_63618.txt-68-2,mag_1997_68233.txt-15-32	1,2,3,4	-
127_plane_nn	news_1971_729463.txt-17-8,mag_1981_492274.txt-54-14	1,2,3,4	-
261_lane_nn	fic_1997_29729.txt-237-23,fic_1843_7208.txt-2712-27	1,2,3,4	-
97_include_vb	nf_1847_749455.txt-357-1,nf_1993_746578.txt-7-3	1,2,3,4	-
85_bag_nn	fic_1993_1040077.txt-3779-20,fic_1832_7176.txt-3143-9	1,2,3,4	-
87_afternoon_nn	fic_1962_14199.txt-2624-7,fic_2008_36241.txt-90-1	1,2,3,4	-
84_risk_nn	fic_1841_7302.txt-1307-3,fic_1993_25009.txt-2539-8	1,2,3,4	-
418_bar_nn	fic_1843_7208.txt-479-12,fic_2005_32805.txt-98-8	1,2,3,4	-
906_tip_vb	mag_1972_103837.txt-54-13,mag_1982_325204.txt-14-26	1,2,3,4	-
128_tip_vb	news_2000_622039.txt-26-10,mag_1982_298124.txt-17-12	1,2,3,4	-
104_stab_nn	fic_1962_10417.txt-5402-13,fic_1986_10741.txt-4153-6	1,2,3,4	-
299_stab_nn	fic_1848_7193.txt-9328-12,mag_1986_432267.txt-85-11	1,2,3,4	-
347_stab_nn	fic_1835_7172.txt-4108-12,fic_2002_31327.txt-372-6	1,2,3,4	-
111_stroke_vb	fic_1852_69.txt-9982-13,mag_2006_381326.txt-6-18	1,2,3,4	-
111_risk_nn	mag_1969_313779.txt-20-10,fic_1852_2477.txt-2210-8	1,2,3,4	-
257_grain_nn	nf_1970_774162.txt-3160-9,mag_1979_318026.txt-8-3	1,2,3,4	-
153_donkey_nn	fic_1845_622.txt-1201-37,fic_1994_41307.txt-1046-52	1,2,3,4	-
76_include_vb	fic_2003_47954.txt-80-42,nf_1844_747607.txt-704-7	1,2,3,4	-
654_bit_nn	fic_1849_7167.txt-913-19,fic_1848_7193.txt-9902-12	1,2,3,4	-
919_pick_vb	fic_1963_16356.txt-1488-10,mag_1963_269741.txt-2-0	1,2,3,4	-
130_plane_nn	news_1978_733638.txt-13-39,news_1974_731711.txt-14-22	1,2,3,4	-
157_stroke_vb	fic_1993_25030.txt-2902-21,fic_1997_54713.txt-283-12	1,2,3,4	-
309_prop_nn	fic_1960_4443.txt-1803-14,mag_1992_423112.txt-49-15	1,2,3,4	-
465_twist_nn	mag_1985_378615.txt-7-9,fic_2009_36961.txt-181-4	1,2,3,4	-
77_donkey_nn	fic_1860_9072.txt-2829-2,nf_1843_748690.txt-1154-34	1,2,3,4	-
473_bar_nn	mag_1848_555562.txt-529-23,fic_2005_32805.txt-98-8	1,2,3,4	-
157_risk_nn	mag_1999_360899.txt-29-15,mag_2001_417479.txt-84-48	1,2,3,4	-
74_chairman_nn	news_1988_669692.txt-19-24,mag_1824_553556.txt-78-15	1,2,3,4	-
48_prop_nn	mag_1982_490856.txt-258-8,news_1983_671194.txt-58-13	1,2,3,4	-
652_bit_nn	fic_1823_7248.txt-2489-20,fic_1856_1552.txt-8126-21	1,2,3,4	-
501_bar_nn	nf_1834_747621.txt-461-14,mag_1821_553342.txt-352-17	1,2,3,4	-
28_land_nn	fic_2009_36915.txt-36-5,nf_1995_777121.txt-337-16	1,2,3,4	-
217_ball_nn	mag_1985_123519.txt-271-14,fic_1842_555.txt-2985-38	1,2,3,4	-
414_stab_nn	mag_1826_553767.txt-39-32,fic_2002_31327.txt-372-6	1,2,3,4	-
261_graft_nn	fic_1999_30775.txt-91-54,nf_1839_747931.txt-304-51	1,2,3,4	-
42_lass_nn	fic_1859_9220.txt-669-14,fic_1824_7211.txt-2276-17	1,2,3,4	-
105_player_nn	nf_1834_747621.txt-306-2,fic_1836_7052.txt-1521-3	1,2,3,4	-
101_part_nn	nf_1839_747920.txt-1901-86,fic_1832_7177.txt-509-4	1,2,3,4	-
326_attack_nn	mag_1825_553609.txt-140-54,news_1967_726451.txt-39-2	1,2,3,4	-
216_tree_nn	fic_1849_7230.txt-2090-6,fic_1853_9040.txt-1302-23	1,2,3,4	-
94_plane_nn	mag_1989_329074.txt-28-1,news_1977_732977.txt-46-25	1,2,3,4	-
52_rally_nn	mag_1839_554730.txt-105-17,news_1970_728515.txt-28-3	1,2,3,4	-
327_rag_nn	fic_1856_5515.txt-1683-24,nf_1859_748120.txt-2353-5	1,2,3,4	-
297_attack_nn	news_1982_671107.txt-19-96,fic_1853_9142.txt-2686-17	1,2,3,4	-
186_plane_nn	fic_1989_10778.txt-3293-7,nf_1830_747561.txt-579-21	1,2,3,4	-
158_multitude_nn	mag_2001_426201.txt-193-15,fic_1998_43267.txt-273-9	1,2,3,4	-
77_chairman_nn	news_2000_622063.txt-40-19,mag_1852_526185.txt-226-14	1,2,3,4	-
333_ball_nn	fic_1840_9329.txt-1163-29,nf_1838_747482.txt-1194-43	1,2,3,4	-
254_rally_nn	mag_1986_332645.txt-31-8,news_1965_725095.txt-19-7	1,2,3,4	-
416_bit_nn	fic_1839_7182.txt-2477-6,fic_1818_7631.txt-303-79	1,2,3,4	-
103_stab_nn	mag_1986_432267.txt-85-11,mag_1966_431722.txt-99-10	1,2,3,4	-
209_chairman_nn	mag_1968_273118.txt-13-3,fic_1971_10542.txt-4137-2	1,2,3,4	-
107_donkey_nn	fic_1846_7036.txt-2125-21,nf_1843_748690.txt-1154-34	1,2,3,4	-
277_ball_nn	fic_1965_13271.txt-12-9,fic_1842_555.txt-2985-38	1,2,3,4	-
186_attack_nn	mag_1850_589167.txt-126-1,news_1991_612479.txt-40-20	1,2,3,4	-
655_ball_nn	fic_2008_36315.txt-261-17,fic_1842_7206.txt-3298-50	1,2,3,4	-
732_ball_nn	news_1988_668940.txt-55-10,fic_1852_69.txt-5049-17	1,2,3,4	-
974_pick_vb	fic_1977_10620.txt-1937-40,mag_1982_492202.txt-187-1	1,2,3,4	-
444_land_nn	fic_2009_36915.txt-36-5,fic_1984_10725.txt-353-6	1,2,3,4	-
264_face_nn	fic_1832_7176.txt-284-15,news_2004_617201.txt-34-2	1,2,3,4	-
319_pin_vb	fic_1978_780116.txt-1806-8,fic_1984_10714.txt-3436-9	1,2,3,4	-
72_stroke_vb	fic_1846_8193.txt-315-20,fic_1857_3100.txt-1384-12	1,2,3,4	-
409_word_nn	news_1977_732964.txt-5-2,news_1983_671270.txt-26-30	1,2,3,4	-
175_plane_nn	fic_2005_50015.txt-345-12,fic_1986_782030.txt-3397-8	1,2,3,4	-
446_ball_nn	fic_1823_7242.txt-4039-10,fic_1842_555.txt-2985-38	1,2,3,4	-
