instanceID	dataIDs	label_set	non_label
380_record_nn	mag_1962_311690.txt-9-8,mag_2002_421280.txt-35-1	1,2,3,4	-
454_player_nn	mag_1963_249002.txt-7-21,nf_1859_748120.txt-2700-49	1,2,3,4	-
84_prop_nn	mag_1979_491638.txt-14-17,news_2000_627632.txt-352-3	1,2,3,4	-
37_thump_nn	fic_1997_42316.txt-135-7,fic_1838_7250.txt-1406-33	1,2,3,4	-
220_rally_nn	news_1963_723422.txt-33-5,fic_1967_23841.txt-290-13	1,2,3,4	-
74_donkey_nn	fic_2008_36244.txt-94-2,fic_1855_602.txt-4503-54	1,2,3,4	-
67_include_vb	fic_2001_45723.txt-4-3,nf_1971_773658.txt-366-24	1,2,3,4	-
59_risk_nn	mag_1991_421681.txt-97-17,fic_1853_3465.txt-1401-96	1,2,3,4	-
358_word_nn	fic_1854_8328.txt-2263-4,fic_1839_7023.txt-2324-35	1,2,3,4	-
468_bar_nn	mag_1833_564484.txt-71-112,fic_1999_45403.txt-19-31	1,2,3,4	-
381_prop_nn	nf_1979_774342.txt-404-13,news_2000_627632.txt-352-3	1,2,3,4	-
150_bar_nn	mag_2005_396762.txt-36-69,fic_2000_13995.txt-480-6	1,2,3,4	-
43_afternoon_nn	fic_1822_7275.txt-216-23,fic_1850_2310.txt-1321-9	1,2,3,4	-
256_lass_nn	fic_2000_38940.txt-758-38,fic_1980_10663.txt-1172-33	1,2,3,4	-
83_bag_nn	nf_1992_773879.txt-525-51,fic_1995_39408.txt-194-29	1,2,3,4	-
218_tip_vb	news_2006_604866.txt-35-20,mag_1982_298124.txt-17-12	1,2,3,4	-
453_bar_nn	mag_1983_432145.txt-116-0,fic_1993_25016.txt-1330-5	1,2,3,4	-
385_pick_vb	fic_2000_27747.txt-133-4,fic_1842_7158.txt-552-30	1,2,3,4	-
412_ball_nn	fic_2007_52171.txt-163-54,fic_1854_9218.txt-3589-17	1,2,3,4	-
89_prop_nn	fic_1834_8313.txt-1593-8,fic_1831_8376.txt-4413-52	1,2,3,4	-
68_thump_nn	fic_1835_8114.txt-1994-20,fic_1814_8564.txt-320-50	1,2,3,4	-
89_pin_vb	mag_1968_478849.txt-47-13,fic_1856_9852.txt-1992-15	1,2,3,4	-
337_ball_nn	fic_1966_10470.txt-2330-9,fic_2009_36543.txt-144-3	1,2,3,4	-
141_donkey_nn	fic_1860_615.txt-1436-40,nf_1838_747585.txt-435-20	1,2,3,4	-
1200_tip_vb	fic_1838_7145.txt-1698-40,mag_2002_385274.txt-105-7	1,2,3,4	-
26_afternoon_nn	fic_1971_782005.txt-463-14,fic_1846_7036.txt-2381-16	1,2,3,4	-
960_twist_nn	nf_1835_747966.txt-690-8,fic_1840_7681.txt-1992-35	1,2,3,4	-
441_stab_nn	fic_2007_51973.txt-18-19,mag_1966_210733.txt-23-34	1,2,3,4	-
257_circle_vb	fic_1995_39364.txt-52-12,fic_1994_54062.txt-687-3	1,2,3,4	-
113_include_vb	nf_1994_773479.txt-408-2,fic_1839_7233.txt-3817-7	1,2,3,4	-
98_plane_nn	fic_1970_782002.txt-2841-7,fic_1995_39282.txt-1548-35	1,2,3,4	-
433_lass_nn	news_2006_623988.txt-62-17,fic_1998_43328.txt-581-6	1,2,3,4	-
203_graft_nn	fic_1974_13208.txt-276-17,fic_2007_51914.txt-819-13	1,2,3,4	-
44_face_nn	fic_2004_49460.txt-318-25,fic_1827_7169.txt-1862-5	1,2,3,4	-
366_graft_nn	nf_1850_747863.txt-381-5,fic_1960_23766.txt-261-28	1,2,3,4	-
469_part_nn	mag_1851_566015.txt-55-22,fic_1966_10474.txt-9144-22	1,2,3,4	-
41_chairman_nn	mag_1850_589167.txt-57-39,mag_1842_586820.txt-11-20	1,2,3,4	-
1375_tip_vb	fic_1851_746.txt-9276-19,fic_1987_10756.txt-21242-2	1,2,3,4	-
41_tree_nn	fic_1975_10600.txt-1237-18,nf_1833_747941.txt-839-20	1,2,3,4	-
118_tree_nn	mag_1972_431829.txt-43-11,mag_1988_337446.txt-8-3	1,2,3,4	-
60_stroke_vb	fic_2006_31077.txt-19-21,fic_1857_7431.txt-230-18	1,2,3,4	-
115_pin_vb	mag_1968_478849.txt-47-13,fic_1834_7012.txt-2400-67	1,2,3,4	-
54_gas_nn	mag_2007_389382.txt-194-12,nf_1853_747976.txt-2095-28	1,2,3,4	-
290_chef_nn	news_1997_610573.txt-66-9,news_1997_610581.txt-97-15	1,2,3,4	-
84_donkey_nn	fic_1846_7036.txt-2123-11,nf_1852_752548.txt-796-22	1,2,3,4	-
613_bar_nn	nf_1834_747938.txt-892-30,mag_1821_553342.txt-352-17	1,2,3,4	-
276_ball_nn	mag_2007_389278.txt-46-14,nf_1838_747482.txt-1194-43	1,2,3,4	-
62_bit_nn	fic_1855_9053.txt-1148-7,fic_1823_7248.txt-2489-20	1,2,3,4	-
31_chairman_nn	news_1979_734385.txt-11-27,mag_1986_331751.txt-27-6	1,2,3,4	-
81_stroke_vb	fic_1982_780033.txt-3186-4,fic_1844_7135.txt-1207-17	1,2,3,4	-
50_chairman_nn	mag_1845_565481.txt-169-64,news_2000_633263.txt-34-4	1,2,3,4	-
83_savage_nn	fic_1860_8118.txt-2474-22,fic_1848_8541.txt-396-4	1,2,3,4	-
179_prop_nn	fic_1812_8652.txt-166-10,nf_1832_758144.txt-2561-24	1,2,3,4	-
35_savage_nn	mag_1822_553387.txt-385-20,nf_1973_773448.txt-543-16	1,2,3,4	-
359_ball_nn	fic_1834_7030.txt-1791-42,fic_1842_555.txt-2985-38	1,2,3,4	-
23_donkey_nn	fic_1852_3609.txt-300-19,fic_1993_1040075.txt-591-5	1,2,3,4	-
244_graft_nn	nf_1850_747863.txt-1835-11,fic_1960_23766.txt-261-28	1,2,3,4	-
686_twist_nn	mag_1985_378615.txt-7-9,fic_1994_41224.txt-249-6	1,2,3,4	-
403_ounce_nn	news_1998_610635.txt-36-6,mag_2005_422919.txt-46-25	1,2,3,4	-
91_gas_nn	nf_1963_774282.txt-151-16,nf_1848_747893.txt-3400-18	1,2,3,4	-
